60,60
119,2411,1745,3195,223,2176,757,2960,2650,1195,2762,2720,1426,3520,865,311,1431,2908,3032,3456,145,1705,992,3185,1433,797,1944,2899,521,1685,2141,1326,419,799,3574,2879,3359,3112,1297,149,62,3478,2405,1688,1096,3521,2169,1839,2608,957,1703,1997,1178,2637,2306,3353,2647,1369,3475,3337
1775,3121,1109,3380,3190,809,1351,3043,1966,3093,3435,717,2943,2196,1061,1168,1375,1005,1828,53,2189,1704,366,2940,1799,2959,1183,508,196,2719,951,1035,399,593,1931,2444,1492,2534,1017,2812,750,3123,1252,1467,288,1560,1396,702,3270,2194,1454,106,606,3243,2731,1827,2863,2291,2845,2022
1068,701,358,3399,1549,642,382,1537,1006,3362,2396,2924,863,2451,1192,3175,280,2957,2535,3554,1876,2376,1716,376,1397,2968,2428,2155,3034,1177,3569,1681,2595,879,2925,1445,143,628,2652,1733,3563,661,295,1905,2539,768,791,1739,345,441,416,1500,1083,795,1253,2037,3417,2283,3297,1302
2490,3497,1421,2261,2430,1660,807,2815,3395,3149,3024,2098,2413,2993,2680,2161,3017,136,1248,1263,2491,1275,982,2263,3205,1390,2205,40,3008,844,3369,3424,3296,2447,150,39,1532,3027,2803,2391,2487,607,1046,2998,1846,1726,1510,3313,235,1199,158,3581,1427,2252,2785,2698,896,33,1983,1879
1466,2884,2614,856,1124,58,3462,442,1139,3466,1768,2199,916,148,1578,3275,273,580,257,1211,564,2227,3168,304,70,510,2525,3285,1921,3431,3402,2938,3473,361,1770,259,1690,2438,2304,3238,2672,2356,616,322,2966,2950,3491,2994,122,622,2239,3361,2604,1952,1435,549,1343,2330,167,3350
35,463,3261,1869,1719,3095,2765,690,1584,1106,2775,1402,1986,3580,729,673,1442,1207,2025,1497,1410,266,264,959,2409,1015,2231,105,1115,3012,293,3053,2341,355,2467,208,891,1193,2369,1604,1070,276,1636,906,1293,303,2278,3081,2551,1867,3086,2390,802,1601,449,2297,2686,1957,3021,86
1360,2469,1753,3010,3593,2783,922,2865,374,1579,1774,626,3544,2397,1936,2267,1419,1816,2331,1095,22,559,1511,2463,1777,726,396,2531,226,1383,1144,2250,3533,2687,3338,1287,808,281,1018,188,612,1470,272,1711,2939,464,108,782,2495,502,2929,2592,3396,477,1527,3562,1918,2963,2449,1340
938,2750,2690,2823,3561,1201,306,2468,2734,1414,2701,1142,2073,3005,3290,711,1256,429,588,3567,2916,1379,1744,1769,1016,2566,1951,6,1812,2642,1714,2934,1656,3315,3325,1339,2086,2732,3184,2230,742,112,3433,2359,894,1242,713,2502,2004,1611,1202,328,553,1565,3463,256,2385,2138,313,1531
3025,2019,1872,2081,1030,532,2149,1617,159,60,2849,1325,592,3516,349,675,1007,785,1476,780,296,500,986,1175,2233,895,2861,3072,2345,773,1443,3591,1646,360,2666,1819,1903,279,1116,4,3459,2807,2062,2075,392,534,1798,678,3379,3373,1982,3138,2108,1027,2860,1229,591,1854,1564,1494
487,1436,1314,2462,2839,2287,2654,1388,372,2498,2070,24,919,948,2754,2641,2120,1327,1516,1641,3059,3370,3054,849,1087,558,2555,1962,458,2111,1206,1762,3530,2452,2794,207,816,3156,359,3076,3587,3089,1054,2069,434,1415,2958,98,1956,2658,2773,3001,1800,1322,32,845,2625,3242,1949,2068
2880,1559,321,958,3039,1125,2981,814,28,805,1059,692,13,3490,498,800,2702,967,471,1333,469,104,1418,2350,778,3305,3199,3427,1430,2851,2410,524,2782,3387,1475,2043,3600,1368,2840,2351,118,1708,696,3489,2313,924,2576,578,488,562,1748,3595,1570,1517,2106,1557,627,1056,1638,1270
3437,2192,30,691,127,533,2774,1496,2332,2589,2816,2007,1607,1887,2961,2140,2550,988,2516,715,818,1558,941,581,199,1171,1772,3280,1459,1461,3002,1069,1346,848,2,2247,319,2052,1310,708,674,837,526,3504,1666,2096,443,1055,3196,3147,2346,495,2875,3409,1783,598,3324,2988,745,1271
1284,1146,636,662,789,1552,582,3511,1210,3071,2560,921,1620,2168,2334,489,462,2177,1157,2877,3432,3022,170,2216,3211,566,1629,2221,3092,1891,3234,1815,903,254,956,3557,2975,301,2282,3209,2856,1463,878,3197,507,3524,2757,1141,1987,184,1678,1359,206,2303,2493,912,1512,1001,2793,2579
1767,365,485,2508,369,2014,1924,1993,2236,1914,758,539,676,2499,1654,1862,637,1136,2928,537,43,420,2552,1261,2402,2688,277,2991,3510,2459,3408,2224,3458,2598,3299,2956,2630,774,3564,866,2201,991,268,3577,1295,3423,335,2675,1222,1599,2384,2185,1209,3419,2005,3347,1667,619,3183,1504
656,3529,1331,2421,1043,384,3553,125,2100,314,1495,3128,2682,2145,1335,3202,3415,3411,375,2809,1149,2515,2116,2697,886,1899,1399,2305,2558,1373,953,3330,3452,2659,241,2362,819,1975,2370,1938,1591,283,1881,404,3215,1592,2191,2756,2728,572,820,1725,3425,2980,1076,2404,2886,25,1049,1661
1065,1014,3543,2821,929,2741,2788,2253,518,546,3165,554,548,1597,3465,1051,1187,3126,833,3418,234,8,2311,2133,153,1637,1441,348,2031,3259,1883,2488,1520,2727,889,1530,3120,575,41,3179,810,736,2978,1897,1009,414,460,3540,1702,1204,735,1928,2424,2653,2503,1850,3573,1890,117,129
1434,1342,2047,2507,1264,447,963,3144,1323,2172,2183,368,1600,346,3163,3560,900,1695,1789,3118,297,2117,954,2378,67,1245,3389,3589,2522,643,620,2545,3255,3166,3158,193,309,1874,3477,728,476,267,501,473,1841,1749,541,763,3596,2827,1213,1780,3471,1235,1734,1507,2374,2213,2669,1942
3037,427,265,436,3228,2162,2232,1989,1319,2526,1853,2352,3455,1276,1166,1794,3496,1338,2681,3287,1052,2814,2464,3439,1909,561,2841,610,50,3481,132,1898,2408,2020,2703,1934,1506,2132,1268,3035,2171,3045,333,3000,1542,913,3549,864,1384,209,788,3447,1186,3501,2317,2026,3404,1128,655,1377
1307,687,2597,632,2953,3304,698,621,756,3051,324,1742,2952,1596,271,2662,329,1361,1474,2128,2156,786,3545,1004,452,821,2722,1700,2198,980,2439,2124,1632,1101,2415,1215,3479,1422,1904,3232,1821,3351,87,2854,413,2795,2477,160,654,1718,178,3154,1593,1771,2222,2286,2416,871,719,1221
1465,1927,1122,935,2935,94,144,305,379,2984,480,688,286,1860,1341,2798,2328,23,3281,3412,2990,1042,1758,1843,2922,1412,381,3042,3254,1720,3249,2903,1752,3450,1880,993,18,2084,5,909,1464,2336,3441,438,2761,1362,1232,2364,1598,2033,2822,1102,790,732,2932,51,1844,3568,2564,3551
1628,2173,2481,2678,1974,2890,1022,3348,2559,645,1072,545,2842,3109,2693,638,1084,681,308,3245,3430,3500,96,571,2655,2605,2228,2679,2871,1791,2034,2266,1104,3444,861,586,3565,102,411,390,2818,746,3365,3316,173,2076,1486,2561,2325,1940,3480,2342,1900,11,3302,287,1917,3257,195,2270
232,857,2150,1826,3484,2292,600,3559,2492,744,1300,2716,479,1730,3352,1805,2102,3152,1522,2010,2739,2079,1249,760,3266,3176,2717,775,1760,1321,962,1413,1485,2835,3143,2951,3241,859,183,219,3413,1970,516,3307,31,1822,364,1958,2581,1613,1345,3119,3146,2357,2290,1305,1994,1214,1400,624
1034,2338,2705,2203,1585,353,71,733,793,2271,1444,2829,2832,1481,2596,974,337,1626,3029,614,1801,1350,2041,3597,3178,1480,21,1727,1786,2895,2258,862,2747,2572,583,1731,649,2532,1401,217,2584,1181,2536,1133,2354,1837,220,1243,3061,3436,1624,3169,931,3329,2976,2621,1627,1478,720,482
527,1372,111,2711,290,1665,1363,2911,2060,1710,2651,2046,1208,724,2813,2118,2817,2281,914,2513,2607,455,3445,3555,1882,2983,3343,998,1355,2089,3372,2556,1167,2838,110,776,245,1590,2710,2136,425,1387,1642,1036,987,2520,59,2634,772,2802,3429,1884,897,2751,2909,493,1073,2540,1234,3066
2269,107,885,1513,3442,2843,2910,3592,3308,2735,2051,3139,52,2660,1291,3272,2544,1294,2778,1488,2315,14,700,2569,3277,1440,3498,2353,577,2695,1370,2527,937,1309,1453,747,2537,294,3579,1424,2195,1901,2689,406,1602,3464,2472,421,1180,3161,2440,2776,1086,3075,1972,2050,838,1814,1998,664
101,1979,3317,1357,1274,2426,3239,1026,1659,1764,1347,887,3328,1330,1687,3174,689,1825,3040,2891,445,804,3482,3494,2023,568,1058,2643,1255,1137,2737,1132,3104,2275,3189,952,55,1902,180,1955,2769,3148,2151,2742,3333,2547,1303,2730,3527,1226,1450,3440,1389,3349,403,3535,1266,1029,3099,215
2694,812,2122,2455,3153,2649,76,2772,613,310,2606,2064,222,3090,2323,174,3292,3204,1231,1162,3125,1999,2264,823,2628,3013,1722,2780,3598,1756,1296,77,3206,505,1285,1948,291,3218,168,194,2962,2218,146,945,3108,589,201,1829,2101,69,1354,1859,1838,985,2465,3102,739,2326,560,251
2989,1865,3457,1220,3314,2709,1151,9,787,1712,1566,2208,1113,1976,1394,1696,1644,2002,740,1060,2870,907,1571,2797,1757,90,2848,2288,3318,1935,881,530,1573,1724,839,2476,3097,1658,338,2656,3403,2127,2445,1804,1892,1381,2448,608,504,3100,2804,320,2954,2202,64,3041,1126,3368,1922,1159
326,1640,3217,3405,1493,831,1622,2456,3374,609,2673,2594,2187,3358,2329,483,3391,706,2058,3016,1114,2708,3004,2610,2246,1267,323,2474,869,509,171,2644,679,1472,2241,2506,1451,670,490,2601,1546,1020,131,2484,1019,1292,947,1755,2343,367,1795,832,2721,734,709,1448,1873,1002,822,2393
238,1932,1889,79,2061,386,3136,3303,37,803,3141,657,3085,1078,2704,1686,3375,3060,2760,164,2974,1619,3461,1861,147,3030,1376,109,918,1864,2964,3212,2955,3341,2242,1677,3492,246,3273,1763,1038,1080,1508,84,228,3451,1803,1428,1606,169,630,407,2180,2259,2375,2548,2744,2736,467,312
3378,3167,1657,1039,391,2995,1304,453,2377,2071,205,2858,794,529,2316,2348,1194,754,2683,2398,91,27,494,605,650,1107,371,3207,2152,2636,1930,965,1236,3200,722,2944,1923,302,876,2414,74,892,2048,1833,714,1320,225,2873,2358,3346,3377,450,3057,1250,1635,685,1965,263,3469,3385
1452,284,2826,3576,3009,1010,2763,2178,1878,1524,1163,244,755,1365,3164,1618,1817,161,3116,2609,166,1664,130,1216,2294,2906,2740,2640,192,633,570,543,1808,3132,2144,2591,1643,1698,1583,325,2347,2074,1526,475,1668,2874,836,3434,36,905,75,2912,1609,1147,936,2982,83,269,1251,3251
1456,3354,1747,3558,3410,2296,2541,2915,20,2314,3224,3182,1129,2268,1317,2441,2931,718,1788,224,2752,1329,535,2770,3192,2523,202,825,2586,3188,2853,840,829,1468,3046,2830,3248,1094,1277,1870,594,3284,3298,327,1212,253,2381,1364,2810,2811,1074,2805,1894,2197,2018,2618,468,2295,801,2583
1438,1225,1420,47,2617,2243,2119,2638,1682,3048,428,1278,3231,1203,2479,770,1491,759,2190,2016,3546,2505,48,748,2893,2593,824,3117,868,1679,682,330,2712,604,2091,2970,2676,3113,339,3552,3101,635,3159,2417,134,1941,2480,3571,1683,1103,1717,573,3244,1143,3515,3160,2942,261,615,752
517,1577,2256,402,1540,2713,646,835,3323,811,2277,771,2131,841,456,1135,978,2844,278,289,1790,1188,307,1385,2777,82,2671,162,1807,1131,2500,2006,357,1544,3449,590,1233,3020,99,1184,1483,779,1701,1588,2553,3014,3407,2418,3,2494,332,2123,2511,1484,1594,3006,1785,1802,1097,72
3493,466,3507,341,3381,663,944,1174,2097,237,1580,2867,3386,1706,1283,2930,68,1981,910,1973,1282,1521,2758,2599,1919,2489,2475,3162,976,1551,2063,3286,1639,1569,2211,1100,1746,1556,2900,1479,380,1866,1806,120,3078,2209,2320,1514,258,2146,1653,1393,3453,721,2792,513,1148,2969,1896,49
1021,703,2432,3460,2616,2237,2420,227,2946,2580,2855,432,1198,2460,1082,1693,2273,1374,2645,344,1044,2824,2159,417,2753,3240,1663,2941,2302,1561,2272,354,1582,1200,2834,3070,599,3080,3486,515,1699,1811,1064,2632,1541,2110,3274,2699,597,45,2514,2055,2563,356,1650,2310,121,1469,3056,2862
3193,1623,2174,177,1176,1406,3300,1190,555,964,1925,2779,3426,2147,3115,3488,540,1787,1539,2059,216,3208,1765,3360,2715,3268,923,1895,716,1589,1662,525,3594,3150,942,1471,2461,115,3548,2923,1028,893,190,3133,2274,644,1353,2631,2967,971,2276,631,1121,2562,1403,1289,996,666,2217,81
2262,1241,3221,660,2898,1366,2945,3282,2436,3291,3052,3588,422,66,933,141,1655,2029,1856,3223,2312,2648,2036,710,2301,398,2808,2819,2125,813,2000,2619,2557,1191,1759,877,3376,1709,470,2457,2510,979,2917,3331,2833,1738,3187,2726,2914,2529,3055,2349,317,1528,1429,3142,523,2289,1003,2530
584,587,547,1079,2646,3326,126,2986,236,512,2478,1912,595,2622,3487,884,1254,1796,3129,3063,1676,2590,1380,925,2766,1858,89,2412,2470,3271,350,2360,1040,3583,2056,827,3327,1851,904,85,61,2215,1920,542,2918,1033,3382,275,1356,2738,2937,299,2372,1969,1077,2670,1411,1937,230,1728
1630,3065,342,2620,73,901,1165,723,2103,133,1574,1066,1651,2850,2077,2373,1675,3256,2725,2039,3114,2496,3320,2009,2401,2433,1534,3180,1257,2112,1647,1707,457,2181,1218,2165,677,1408,2363,298,472,3047,2759,2868,2789,1172,2057,2837,2285,769,2927,2249,446,2386,2214,1813,3216,2790,128,16
567,3585,1108,210,1050,2066,3253,1391,1736,2882,2820,3356,1782,3246,2749,2836,157,1586,2450,2260,2972,3210,557,2538,699,1098,3363,1301,1721,2767,44,1395,3483,762,1906,2828,1737,2300,2435,2244,934,123,1008,2368,684,2936,3532,3340,522,1809,2309,2179,2691,2251,3339,1842,3110,2107,3485,1523
867,3172,3443,1779,1834,3229,2887,3233,3537,2080,3428,347,211,1715,1449,2049,1547,2042,2985,1328,2186,135,3015,1831,911,247,3438,926,3342,798,1984,1012,1117,154,2403,2085,492,3250,2427,15,1509,1545,1694,764,29,93,3364,511,1961,103,1057,842,984,1123,2635,2148,550,2567,563,1281
1631,42,704,565,3397,1280,2299,3230,1240,2234,777,2518,395,2700,2892,113,2921,1533,899,1754,1669,1971,1223,1378,248,1978,2718,2210,3049,828,667,1392,3094,2615,2082,1299,975,1855,1432,233,2327,1348,454,3067,3448,531,3111,2193,200,2406,1023,1000,2971,401,731,415,197,2575,1778,1959
2154,870,3145,3155,2226,3127,652,1037,2885,155,3137,1153,1169,2869,1689,2361,1272,336,1649,2600,2109,242,1258,300,1460,3393,2248,331,815,2030,440,2280,1750,1723,3509,2920,3514,1189,1048,2847,2255,3506,2382,2724,2235,3367,1457,995,1535,2888,3226,3422,2163,3227,2088,3531,2422,1743,796,1519
2204,1110,418,960,3225,2825,603,792,2021,3098,2121,1090,3074,3584,2307,1648,852,817,784,2087,766,843,124,2588,187,834,1671,1886,2542,1334,80,2035,2533,2997,2395,139,2115,520,315,2657,1032,1230,1501,1697,3526,2627,2667,2764,3470,2388,2175,574,860,1503,424,2094,1120,783,2139,2570
1773,387,2040,2806,2129,2012,1916,556,3294,2225,2664,484,2032,3026,2095,528,2298,3264,1315,1244,1088,672,3476,2423,3401,186,1041,2284,2318,3355,2321,658,63,2054,388,2454,3131,156,2787,2394,2504,640,2220,46,3276,3383,1538,2143,3519,435,1505,2389,737,2685,3135,2926,2979,2623,2137,1818
2206,2574,1555,761,872,2344,2482,1081,343,3505,1298,3522,1437,2371,97,2065,648,1692,1332,611,1062,19,2483,1031,1416,3512,340,1247,3311,3077,741,1875,1358,2629,1781,397,2431,2167,2027,1337,1991,2799,2582,373,1237,2157,3283,1398,2443,2471,855,1645,3390,3288,1150,3518,1990,138,707,1933
426,3236,2519,1071,3454,3523,100,2665,3173,2001,1615,1832,1963,2238,940,1581,92,2568,1518,1967,680,405,2067,2565,1092,1164,939,882,668,1603,1840,2748,1462,3050,2907,3344,669,2419,2857,997,3575,1954,2602,1145,551,2355,989,3371,851,2092,1751,2933,2866,2442,3513,448,1823,1489,2126,175
883,981,3319,2142,2603,915,2501,950,2624,1885,1877,3122,3124,874,252,1099,3084,890,1407,2674,1386,3414,2546,767,2212,2992,1318,1985,2240,625,3038,2017,1792,3582,2554,2015,3332,179,2684,3310,2881,2633,617,2104,1766,3219,2846,151,3235,1025,730,2524,1729,1992,2949,2229,596,1011,3366,1154

