40,40
721,6,235,1566,1520,573,106,1543,67,609,1361,181,1139,470,91,1390,227,259,93,86,679,655,1207,1262,1039,879,1481,1056,1042,1225,113,57,772,993,382,1553,1392,1560,1067,442
384,978,963,505,367,957,196,527,1328,635,1240,842,336,1197,1200,854,790,872,548,1127,508,159,1299,880,340,434,1286,313,1016,221,1070,1506,1403,254,1513,678,506,427,1312,848
1400,366,450,1252,595,1194,760,962,479,627,1370,514,298,1204,104,750,564,713,1073,1051,1456,791,1383,1430,652,134,1087,1447,188,535,577,733,512,1164,464,740,1516,858,1057,242
1448,1244,316,1199,1327,1452,1420,158,1010,234,584,882,691,29,120,1441,960,1564,970,523,550,732,1435,1406,469,731,153,856,796,660,287,154,1183,1157,1486,407,1104,1205,605,574
954,474,1320,37,1116,1387,1413,1103,829,99,1254,562,1062,1233,1315,135,1158,250,1514,828,669,186,1512,333,893,572,768,881,1049,500,309,928,1117,1161,995,885,704,524,644,1202
1436,529,1065,1551,1001,26,285,1462,7,754,466,1483,1085,1126,18,676,63,1050,1304,219,1317,1418,132,689,722,569,662,812,1219,1015,1028,889,212,376,841,941,1055,1570,101,561
647,586,463,675,1152,501,1314,1465,973,425,543,688,1258,912,1109,1004,877,783,918,794,262,1438,788,515,1346,462,363,594,1503,727,14,490,1470,45,94,1248,520,992,1192,452
1175,109,1241,897,69,491,1326,393,819,547,429,314,915,1409,1332,1227,593,641,1429,266,874,115,1054,1025,742,301,148,15,589,224,910,195,1402,687,206,311,824,98,486,977
697,1024,475,607,87,1281,371,1469,1578,455,1106,1294,1501,1023,1415,961,1012,1272,1172,554,988,330,444,1494,269,1224,1477,1510,1211,849,1391,95,924,1561,246,280,1188,1137,1226,1184
1030,237,588,1178,1216,1527,1091,1364,395,129,270,864,1203,1343,488,193,239,518,940,1397,1310,28,559,591,1123,320,344,75,43,1371,702,1201,507,10,59,191,898,1238,184,983
161,1389,873,630,748,400,599,931,762,1385,958,283,1243,634,265,555,1574,1301,904,636,1393,97,1118,787,228,1181,334,1362,1120,64,165,582,65,1498,1474,968,1338,1368,1569,833
1375,1046,1475,1437,1069,447,598,408,654,840,1568,793,673,1463,1458,798,1259,601,810,468,821,1572,458,513,1534,1100,1542,531,694,1144,623,863,1044,478,380,145,1567,130,900,1251
693,707,578,1291,348,1384,323,907,903,934,49,891,556,1280,1480,1146,325,1151,1536,771,346,1138,370,81,1581,648,77,1162,1053,304,757,908,183,649,1492,965,875,415,1484,1593
866,1060,706,307,78,1064,645,174,252,723,800,1442,1454,661,1133,653,200,664,621,437,715,1092,1575,1476,684,1545,1268,173,639,119,945,305,1003,1424,666,823,894,744,974,804
937,272,1189,539,959,755,431,30,1031,1396,1367,1165,121,1094,1341,167,568,951,758,302,215,286,901,817,597,902,870,1580,650,426,1451,1579,1468,1300,1215,297,638,633,1505,1459

